iter	Passed	Remaining
1651	23104	4867
1652	23112	4851
1653	23120	4836
1654	23128	4821
1655	23137	4806
1656	23145	4791
1657	23153	4775
1658	23161	4760
1659	23170	4745
1660	23177	4730
1661	23186	4715
1662	23194	4700
1663	23203	4685
1664	23212	4670
1665	23220	4655
1666	23229	4640
1667	23238	4625
1668	23245	4610
1669	23254	4595
1670	23262	4580
1671	23270	4565
1672	23278	4549
1673	23286	4534
1674	23295	4520
1675	23304	4505
1676	23312	4490
1677	23320	4475
1678	23328	4459
1679	23336	4445
1680	23344	4430
1681	23353	4415
1682	23361	4400
1683	23369	4385
1684	23377	4370
1685	23385	4355
1686	23394	4340
1687	23402	4325
1688	23410	4310
1689	23418	4295
1690	23425	4280
1691	23433	4265
1692	23442	4250
1693	23449	4235
1694	23458	4221
1695	23467	4206
1696	23475	4191
1697	23483	4176
1698	23491	4161
1699	23499	4147
1700	23508	4132
1701	23516	4117
1702	23526	4102
1703	23536	4088
1704	23549	4074
1705	23566	4061
1706	23576	4046
1707	23587	4032
1708	23595	4017
1709	23605	4003
1710	23614	3988
1711	23624	3974
1712	23633	3959
1713	23642	3944
1714	23651	3930
1715	23660	3915
1716	23670	3901
1717	23679	3886
1718	23688	3872
1719	23698	3857
1720	23706	3843
1721	23716	3828
1722	23724	3814
1723	23733	3799
1724	23742	3785
1725	23751	3770
1726	23761	3756
1727	23770	3741
1728	23780	3727
1729	23789	3712
1730	23799	3698
1731	23809	3684
1732	23818	3669
1733	23828	3655
1734	23838	3641
1735	23848	3626
1736	23857	3612
1737	23867	3598
1738	23877	3583
1739	23886	3569
1740	23897	3555
1741	23906	3540
1742	23916	3526
1743	23925	3511
1744	23935	3497
1745	23944	3483
1746	23952	3468
1747	23962	3454
1748	23972	3440
1749	23982	3426
1750	23991	3411
1751	24000	3397
1752	24011	3383
1753	24020	3368
1754	24030	3354
1755	24040	3340
1756	24050	3326
1757	24059	3311
1758	24068	3297
1759	24077	3283
1760	24085	3268
1761	24093	3254
1762	24102	3240
1763	24112	3225
1764	24121	3211
1765	24131	3197
1766	24140	3183
1767	24149	3168
1768	24159	3154
1769	24167	3140
1770	24177	3126
1771	24186	3111
1772	24196	3097
1773	24205	3083
1774	24213	3069
1775	24223	3055
1776	24232	3040
1777	24241	3026
1778	24251	3012
1779	24260	2998
1780	24269	2984
1781	24278	2970
1782	24287	2955
1783	24296	2941
1784	24305	2927
1785	24314	2913
1786	24323	2899
1787	24332	2885
1788	24342	2871
1789	24351	2856
1790	24359	2842
1791	24369	2828
1792	24378	2814
1793	24387	2800
1794	24396	2786
1795	24406	2772
1796	24415	2758
1797	24425	2744
1798	24434	2730
1799	24443	2715
1800	24452	2701
1801	24461	2687
1802	24471	2673
1803	24480	2659
1804	24489	2645
1805	24498	2631
1806	24508	2617
1807	24517	2603
1808	24526	2589
1809	24535	2575
1810	24545	2561
1811	24554	2547
1812	24564	2533
1813	24573	2519
1814	24584	2505
1815	24592	2491
1816	24602	2477
1817	24611	2463
1818	24620	2449
1819	24629	2435
1820	24639	2422
1821	24650	2408
1822	24659	2394
1823	24668	2380
1824	24679	2366
1825	24688	2352
1826	24698	2338
1827	24707	2324
1828	24716	2310
1829	24726	2296
1830	24735	2283
1831	24745	2269
1832	24754	2255
1833	24763	2241
1834	24773	2227
1835	24783	2213
1836	24793	2199
1837	24803	2186
1838	24812	2172
1839	24821	2158
1840	24831	2144
1841	24841	2130
1842	24851	2117
1843	24861	2103
1844	24888	2090
1845	24903	2077
1846	24913	2063
1847	24924	2050
1848	24934	2036
1849	24944	2022
1850	24954	2008
1851	24963	1994
1852	24972	1981
1853	24983	1967
1854	24992	1953
1855	25001	1939
1856	25010	1925
1857	25019	1912
1858	25028	1898
1859	25037	1884
1860	25046	1870
1861	25056	1857
1862	25065	1843
1863	25074	1829
1864	25083	1815
1865	25091	1801
1866	25100	1788
1867	25108	1774
1868	25118	1760
1869	25126	1746
1870	25135	1733
1871	25143	1719
1872	25153	1705
1873	25161	1691
1874	25170	1678
1875	25179	1664
1876	25188	1650
1877	25197	1636
1878	25205	1623
1879	25215	1609
1880	25223	1595
1881	25231	1582
1882	25239	1568
1883	25248	1554
1884	25256	1540
1885	25265	1527
1886	25272	1513
1887	25281	1499
1888	25289	1486
1889	25298	1472
1890	25306	1458
1891	25315	1445
1892	25323	1431
1893	25331	1417
1894	25339	1404
1895	25348	1390
1896	25355	1376
1897	25364	1363
1898	25372	1349
1899	25380	1335
1900	25388	1322
1901	25397	1308
1902	25405	1294
1903	25413	1281
1904	25421	1267
1905	25429	1254
1906	25438	1240
1907	25446	1226
1908	25454	1213
1909	25462	1199
1910	25470	1186
1911	25478	1172
1912	25486	1159
1913	25495	1145
1914	25503	1132
1915	25512	1118
1916	25520	1104
1917	25528	1091
1918	25536	1077
1919	25545	1064
1920	25553	1050
1921	25561	1037
1922	25569	1023
1923	25578	1010
1924	25586	996
1925	25595	983
1926	25603	969
1927	25613	956
1928	25622	943
1929	25630	929
1930	25639	916
1931	25647	902
1932	25655	889
1933	25664	875
1934	25673	862
1935	25681	848
1936	25689	835
1937	25698	822
1938	25706	808
1939	25714	795
1940	25723	781
1941	25731	768
1942	25740	755
1943	25749	741
1944	25758	728
1945	25765	714
1946	25774	701
1947	25782	688
1948	25791	674
1949	25799	661
1950	25808	648
1951	25817	634
1952	25826	621
1953	25837	608
1954	25846	594
1955	25855	581
1956	25865	568
1957	25874	555
1958	25883	541
1959	25892	528
1960	25902	515
1961	25910	501
1962	25919	488
1963	25928	475
1964	25938	462
1965	25946	448
1966	25956	435
1967	25965	422
1968	25973	408
1969	25982	395
1970	25990	382
1971	26000	369
1972	26008	355
1973	26017	342
1974	26025	329
1975	26033	316
1976	26041	302
1977	26048	289
1978	26057	276
1979	26065	263
1980	26073	250
1981	26081	236
1982	26089	223
1983	26097	210
1984	26106	197
1985	26115	184
1986	26123	170
1987	26131	157
1988	26140	144
1989	26148	131
1990	26157	118
1991	26165	105
1992	26174	91
1993	26181	78
1994	26190	65
1995	26198	52
1996	26206	39
1997	26214	26
1998	26223	13
1999	26231	0
