iter	RMSE
1512	0.220290172
1513	0.2202621631
1514	0.2202152002
1515	0.2201668184
1516	0.2201497752
1517	0.2201160721
1518	0.2200958854
1519	0.2200573771
1520	0.2200346488
1521	0.2200065909
1522	0.2199748695
1523	0.2199433098
1524	0.2199163767
1525	0.2199074448
1526	0.2198910244
1527	0.2198701005
1528	0.2198376451
1529	0.2198047877
1530	0.2197743702
1531	0.2197235004
1532	0.2197068429
1533	0.2196776495
1534	0.2196441698
1535	0.2196044893
1536	0.2195963194
1537	0.2195663559
1538	0.2195283718
1539	0.2195110577
1540	0.2194715207
1541	0.2194344607
1542	0.219404455
1543	0.2193973064
1544	0.219373595
1545	0.2193413727
1546	0.2192931443
1547	0.219265648
1548	0.2192389043
1549	0.2192107318
1550	0.2191815467
1551	0.2191377503
1552	0.219106196
1553	0.2190912489
1554	0.2190519118
1555	0.2190264805
1556	0.2190023784
1557	0.2189963315
1558	0.2189574036
1559	0.2189270927
1560	0.2188973542
1561	0.2188722548
1562	0.2188306254
1563	0.2187947599
1564	0.2187654845
1565	0.2187402352
1566	0.2187153397
1567	0.2187006154
1568	0.2186826952
1569	0.2186475137
1570	0.2186242616
1571	0.218603971
1572	0.2185515064
1573	0.2185247028
1574	0.2184841348
1575	0.218454397
1576	0.2184279338
1577	0.2184024603
1578	0.2183786486
1579	0.2183514036
1580	0.2183299546
1581	0.2182876882
1582	0.2182520437
1583	0.2182307429
1584	0.2182036796
1585	0.2181815283
1586	0.2181388608
1587	0.2181180646
1588	0.2180812343
1589	0.2180449239
1590	0.2180112089
1591	0.2179843874
1592	0.2179736283
1593	0.2179478972
1594	0.2179333624
1595	0.2179014931
1596	0.217870853
1597	0.217854582
1598	0.2178175524
1599	0.2178035551
1600	0.2177709451
1601	0.2177442984
1602	0.2177190169
1603	0.2177042493
1604	0.2176783222
1605	0.2176440695
1606	0.217619496
1607	0.2175909364
1608	0.2175665379
1609	0.2175292683
1610	0.2175083874
1611	0.2174856023
1612	0.2174507868
1613	0.2174206251
1614	0.2173988675
1615	0.2173784454
1616	0.217345843
1617	0.2173010758
1618	0.2172781729
1619	0.2172539911
1620	0.2172348978
1621	0.2172121376
1622	0.2171783991
1623	0.2171523818
1624	0.2171454805
1625	0.2171059375
1626	0.2170760387
1627	0.2170601481
1628	0.2170432618
1629	0.2170065927
1630	0.2169865177
1631	0.2169601544
1632	0.2169219854
1633	0.2168989074
1634	0.2168800655
1635	0.216847465
1636	0.216831207
1637	0.2167889229
1638	0.2167534926
1639	0.2167224068
1640	0.2166962247
1641	0.2166682135
1642	0.2166529138
1643	0.2166222998
1644	0.2165881988
1645	0.216572697
1646	0.2165525319
1647	0.2165338777
1648	0.216512992
1649	0.2164729068
1650	0.2164477573
1651	0.2164153942
1652	0.2163796213
1653	0.2163655585
1654	0.2163395963
1655	0.2163129224
1656	0.2162775146
1657	0.2162547881
1658	0.2162250845
1659	0.2161990648
1660	0.2161639589
1661	0.2161489686
1662	0.2161119375
1663	0.2160892061
1664	0.2160640025
1665	0.2160284265
1666	0.2160083058
1667	0.2159722411
1668	0.2159504455
1669	0.2159250391
1670	0.2159202638
1671	0.2158962355
1672	0.2158736452
1673	0.2158534172
1674	0.2158168963
1675	0.2157884211
1676	0.2157513352
1677	0.2157396199
1678	0.2157086818
1679	0.2156786977
1680	0.2156474155
1681	0.2156273127
1682	0.2156002927
1683	0.2155744217
1684	0.2155503172
1685	0.2155008085
1686	0.2154607305
1687	0.2154248812
1688	0.2154121717
1689	0.2153793384
1690	0.21536194
1691	0.215346549
1692	0.2153146583
1693	0.2152910759
1694	0.2152618896
1695	0.2152230147
1696	0.2152019328
1697	0.2151835127
1698	0.2151647693
1699	0.2151418995
1700	0.2151061246
1701	0.2150989398
1702	0.2150770766
1703	0.2150424444
1704	0.2150190273
1705	0.2149931037
1706	0.214965815
1707	0.2149349591
1708	0.2149152849
1709	0.2148950735
1710	0.2148715674
1711	0.2148662072
1712	0.2148408142
1713	0.2148182801
1714	0.2148024265
1715	0.2147691407
1716	0.2147435329
1717	0.2147224464
1718	0.2146986611
1719	0.2146742424
1720	0.2146576055
1721	0.2146483738
1722	0.214633297
1723	0.214614736
1724	0.2145960634
1725	0.2145809209
1726	0.2145368947
1727	0.2145072849
1728	0.2144873019
1729	0.2144751078
1730	0.2144506646
1731	0.214416399
1732	0.2143926378
1733	0.2143622999
1734	0.2143302322
1735	0.21431311
1736	0.2142853816
1737	0.2142575594
1738	0.214221239
1739	0.2141980474
1740	0.2141782753
1741	0.2141492693
1742	0.214142851
1743	0.2141194299
1744	0.2140910658
1745	0.2140698274
1746	0.2140410384
1747	0.2140124038
1748	0.2139962703
1749	0.2139739805
1750	0.2139479172
1751	0.2139148215
1752	0.2139021305
1753	0.2138625732
1754	0.21383319
1755	0.2138083448
1756	0.2137861746
1757	0.2137599223
1758	0.2137334178
1759	0.2137072558
1760	0.2137003195
1761	0.213684624
1762	0.2136728356
1763	0.2136257642
1764	0.213584298
1765	0.2135528391
1766	0.2135377812
1767	0.2135148411
1768	0.2134885742
1769	0.213466404
1770	0.2134397337
1771	0.2134107966
1772	0.2133705057
1773	0.2133505884
1774	0.2133339562
1775	0.2133124486
1776	0.2132818505
1777	0.2132642344
1778	0.213242369
1779	0.2132201574
1780	0.2132030903
1781	0.2131817178
1782	0.2131574934
1783	0.213138027
1784	0.2131158252
1785	0.2130923624
1786	0.2130690129
1787	0.213034561
1788	0.2130102444
1789	0.2129855087
1790	0.2129577599
1791	0.2129310624
1792	0.212895887
1793	0.2128716316
1794	0.2128414452
1795	0.2128271028
1796	0.212821511
1797	0.2127994318
1798	0.2127757469
1799	0.2127338249
1800	0.2127071818
1801	0.2126972744
1802	0.2126742116
1803	0.2126519477
1804	0.2126299988
1805	0.2126086247
1806	0.2125736829
1807	0.2125470629
1808	0.2125240633
1809	0.2125017352
1810	0.2124664171
1811	0.2124420858
1812	0.2124085281
1813	0.2123777043
1814	0.212364041
1815	0.2123181663
1816	0.2122930497
1817	0.2122664404
1818	0.2122483402
1819	0.212202206
1820	0.2121726564
1821	0.2121481478
1822	0.2121301252
1823	0.2121264288
1824	0.2121043368
1825	0.2120812143
1826	0.2120567865
1827	0.2120278919
1828	0.2120060234
1829	0.2120002984
1830	0.211980288
1831	0.2119518405
1832	0.2119094635
1833	0.2118837233
1834	0.2118527011
1835	0.2118231387
1836	0.2117875077
1837	0.2117462849
1838	0.2117152518
1839	0.2116995801
1840	0.2116690306
1841	0.2116474191
1842	0.2116272782
1843	0.2116035895
1844	0.2115800553
1845	0.2115765091
1846	0.2115538504
1847	0.211533718
1848	0.2115202392
1849	0.2114978401
1850	0.2114735737
1851	0.2114512351
1852	0.2114286601
1853	0.2114029468
1854	0.211369674
1855	0.2113461253
1856	0.2113226526
1857	0.2112995081
1858	0.2112810212
1859	0.2112637335
1860	0.2112374
1861	0.2112108767
1862	0.2111849177
1863	0.2111624258
1864	0.2111473513
1865	0.2111335295
1866	0.2111198125
1867	0.2111064077
1868	0.2110771777
1869	0.2110569046
1870	0.2110400473
1871	0.2110197958
1872	0.2110007162
1873	0.2109730136
1874	0.2109469799
1875	0.2109140013
1876	0.2108884003
1877	0.2108627155
1878	0.2108425442
1879	0.2108225167
1880	0.2107952371
1881	0.2107785949
1882	0.2107465853
1883	0.2107337741
1884	0.210704785
1885	0.2106788718
1886	0.2106743602
1887	0.2106421644
1888	0.2106248623
1889	0.210594653
1890	0.2105593155
1891	0.2105453642
1892	0.2105259903
1893	0.2104905372
1894	0.2104760607
1895	0.2104548588
1896	0.2104489514
1897	0.210429463
1898	0.2104146584
1899	0.2103931958
1900	0.2103667263
1901	0.2103448045
1902	0.2103233989
1903	0.2103132358
1904	0.2102732331
1905	0.2102669632
1906	0.2102236146
1907	0.2102175634
1908	0.2101863762
1909	0.2101605577
1910	0.2101382115
1911	0.2101042277
1912	0.2100922994
1913	0.2100577202
1914	0.2100350698
1915	0.2100221954
1916	0.2100014207
1917	0.209990476
1918	0.2099802966
1919	0.2099724444
1920	0.2099619991
1921	0.2099415037
1922	0.2099355132
1923	0.2099214721
1924	0.209918155
1925	0.2098818527
1926	0.209862994
1927	0.2098442209
1928	0.2098143029
1929	0.2098005166
1930	0.2097782152
1931	0.2097553175
1932	0.2097322618
1933	0.2096991924
1934	0.2096822219
1935	0.209647806
1936	0.2096083853
1937	0.209605136
1938	0.2095890552
1939	0.2095779018
1940	0.2095602932
1941	0.2095388222
1942	0.2095039153
1943	0.2094960976
1944	0.2094703534
1945	0.2094597944
1946	0.209432337
1947	0.2094130568
1948	0.2093955369
1949	0.2093665752
1950	0.2093354183
1951	0.209310468
1952	0.2092944982
1953	0.209265559
1954	0.209249555
1955	0.2092330193
1956	0.2092013075
1957	0.2091845507
1958	0.2091647163
1959	0.2091428036
1960	0.2091160765
1961	0.2090998323
1962	0.2090833002
1963	0.2090608049
1964	0.2090365316
1965	0.2090133626
1966	0.2089923173
1967	0.2089636097
1968	0.2089484129
1969	0.2089296428
1970	0.2089001271
1971	0.208880178
1972	0.208869233
1973	0.2088608339
1974	0.2088284203
1975	0.2088066296
1976	0.2088013105
1977	0.2087894531
1978	0.2087568993
1979	0.2087345784
1980	0.2087055556
1981	0.2086877331
1982	0.2086673362
1983	0.2086384088
1984	0.208628256
1985	0.2085938638
1986	0.2085850332
1987	0.2085569337
1988	0.2085431511
1989	0.2085088361
1990	0.2084828999
1991	0.20846195
1992	0.2084243335
1993	0.2084000756
1994	0.2083877463
1995	0.208368677
1996	0.2083542278
1997	0.2083276516
1998	0.2083025549
1999	0.2082837134
