iter	RMSE
229	0.3157087582
230	0.3154212289
231	0.3151464867
232	0.3149614905
233	0.3146957609
234	0.3144454346
235	0.3142531277
236	0.3140313727
237	0.3138008507
238	0.3135820039
239	0.3133690656
240	0.3131329529
241	0.3129657889
242	0.3127662924
243	0.3125466237
244	0.3123006976
245	0.3120435138
246	0.3118429762
247	0.3116193341
248	0.3113754384
249	0.3111718005
250	0.3109733545
251	0.3107575301
252	0.3105466275
253	0.3103548034
254	0.3100954732
255	0.3098473117
256	0.3096712607
257	0.3094671272
258	0.3092847353
259	0.3090719815
260	0.3088760991
261	0.3086556203
262	0.3084206409
263	0.308211543
264	0.3079318366
265	0.3077110812
266	0.3075431399
267	0.3073893567
268	0.3071573482
269	0.3069235979
270	0.3067137404
271	0.3065454414
272	0.3063750428
273	0.3061812828
274	0.3060105697
275	0.3057911981
276	0.3056608956
277	0.3055084867
278	0.3053593245
279	0.3051109881
280	0.3049985083
281	0.304809841
282	0.3046616873
283	0.3045731117
284	0.3044125672
285	0.3042071607
286	0.304067908
287	0.3039247616
288	0.303648607
289	0.3034044922
290	0.3032276924
291	0.303081107
292	0.302867608
293	0.3027188047
294	0.302533038
295	0.3023156458
296	0.3021088434
297	0.3019307854
298	0.3018177076
299	0.3016302835
300	0.3014230921
301	0.3012199397
302	0.3010054902
303	0.3008792951
304	0.3007525511
305	0.3006489986
306	0.3005254158
307	0.3002926137
308	0.3001347753
309	0.2999153704
310	0.2997761643
311	0.2996790688
312	0.2994814635
313	0.2993078971
314	0.2991577077
315	0.2990283855
316	0.2988755056
317	0.298710074
318	0.2985700135
319	0.2983782376
320	0.2981349194
321	0.2979765515
322	0.2978672296
323	0.2977338007
324	0.2976444692
325	0.2974969837
326	0.2973772722
327	0.297187249
328	0.2970215494
329	0.2967565823
330	0.296574014
331	0.2964088439
332	0.2962214799
333	0.2960352148
334	0.2959188733
335	0.2958027892
336	0.2956227029
337	0.295527239
338	0.2953402293
339	0.2951707795
340	0.29496271
341	0.2947740795
342	0.2946348945
343	0.2945015467
344	0.2944049698
345	0.294317598
346	0.2941751512
347	0.2939971542
348	0.2938323954
349	0.2937123252
350	0.293556537
351	0.2934522487
352	0.2933417961
353	0.293195515
354	0.2930486386
355	0.2929423311
356	0.2928159744
357	0.2926669002
358	0.292504936
359	0.2923461189
360	0.2921879375
361	0.2920495452
362	0.291946456
363	0.2918531534
364	0.291732207
365	0.2915847072
366	0.2914482025
367	0.2913597677
368	0.2912737829
369	0.2911332416
370	0.2909820929
371	0.2908725261
372	0.29065865
373	0.2905144081
374	0.2904076916
375	0.2903262054
376	0.2902291696
377	0.2901039981
378	0.2899363939
379	0.2897754782
380	0.2896668821
381	0.2895140327
382	0.2893831679
383	0.2892820405
384	0.2891579071
385	0.289071312
386	0.2889055965
387	0.2888419965
388	0.2887027215
389	0.2885168833
390	0.2883461165
391	0.2882156405
392	0.2880289008
393	0.2879185849
394	0.2877697944
395	0.2876665214
396	0.287556337
397	0.2874323328
398	0.2873103819
399	0.2872075645
400	0.2870826673
401	0.2869634701
402	0.2868513093
403	0.286687352
404	0.2865844131
405	0.2864580381
406	0.286354605
407	0.2862196025
408	0.2861044389
409	0.2859643546
410	0.2858822322
411	0.2857513417
412	0.285681716
413	0.2856173937
414	0.2854875976
415	0.2853731642
416	0.2852845741
417	0.2851367503
418	0.2850247014
419	0.2849386234
420	0.284848025
421	0.2846897923
422	0.2845650944
423	0.2844618484
424	0.2843182547
425	0.2841700809
426	0.2840451692
427	0.2839414641
428	0.2837404524
429	0.2835562523
430	0.2834781501
431	0.2833575237
432	0.2832377284
433	0.2830823891
434	0.2830001219
435	0.2829181499
436	0.2827990568
437	0.2826921088
438	0.2825780565
439	0.2824765984
440	0.2823640882
441	0.2822528249
442	0.2821712507
443	0.2820457212
444	0.2819410912
445	0.2818553036
446	0.2817724817
447	0.2816665748
448	0.2815629613
449	0.2814128099
450	0.2812947309
451	0.2811903685
452	0.2810746826
453	0.2808722004
454	0.2807575181
455	0.2806632534
456	0.2805618404
457	0.28048875
458	0.2803812868
459	0.2802436256
460	0.2801003111
461	0.2799931766
462	0.2799038587
463	0.2797849549
464	0.2796602218
465	0.2795321982
466	0.2794457704
467	0.2793621609
468	0.2792946744
469	0.2792175874
470	0.2790934959
471	0.2789694131
472	0.2788589058
473	0.2788082214
474	0.2787135855
475	0.278634524
476	0.278542874
477	0.2784329416
478	0.2783226619
479	0.2782066314
480	0.2780594201
481	0.2779584141
482	0.2778482179
483	0.27772206
484	0.2776039621
485	0.2775398249
486	0.2774019543
487	0.2772622786
488	0.2771663587
489	0.2770541953
490	0.2769474216
491	0.2768288503
492	0.2766720988
493	0.276534281
494	0.2764340089
495	0.2763191397
496	0.2761933397
497	0.2761136919
498	0.2760259165
499	0.2759338114
500	0.2758222645
501	0.2757306558
502	0.2756405299
503	0.2755456208
504	0.2754185716
505	0.2753147023
506	0.2752242434
507	0.2751230022
508	0.2750450735
509	0.2749325676
510	0.2748318031
511	0.274716175
512	0.274641849
513	0.2744916922
514	0.2744181922
515	0.2743318781
516	0.2741757578
517	0.2741049358
518	0.2740493284
519	0.2739842203
520	0.2738792276
521	0.2737900885
522	0.2737272023
523	0.2736497638
524	0.273554801
525	0.2734760485
526	0.2733273744
527	0.2732391534
528	0.2731628318
529	0.2730666098
530	0.272973576
531	0.2728763455
532	0.2727532451
533	0.272672179
534	0.2726129861
535	0.2725611872
536	0.2724759548
537	0.2723331124
538	0.2722569002
539	0.2721531226
540	0.2720551185
541	0.2719651943
542	0.2718923336
543	0.2717834826
544	0.2716584205
545	0.2715702926
546	0.2715030086
547	0.2714393428
548	0.2713525606
549	0.2712362802
550	0.2711639625
551	0.2711094511
552	0.2710384024
553	0.2708832769
554	0.2708079553
555	0.2707291118
556	0.2706539181
557	0.2705536189
558	0.2704391407
559	0.270332309
560	0.2702610368
561	0.2701770139
562	0.2700792913
563	0.269947395
564	0.2698860292
565	0.2698075276
566	0.2696513364
567	0.2695691319
568	0.2694436749
569	0.2693614062
570	0.269301777
571	0.2691967396
572	0.2690504403
573	0.2689458782
574	0.2688583535
575	0.2687666737
576	0.2686948794
577	0.2686337237
578	0.2685214619
579	0.2684396386
580	0.2683391581
581	0.2682600853
582	0.2682031064
583	0.2681069325
584	0.2680072676
585	0.2679304708
586	0.267840086
587	0.2677608019
588	0.2676180134
589	0.2675177298
590	0.2674752354
591	0.2673785547
592	0.267303499
593	0.2672328814
594	0.2671616964
595	0.2670763928
596	0.2669900593
597	0.2669071796
598	0.2668256271
599	0.2667515303
600	0.2666565562
601	0.2665948865
602	0.2665245044
603	0.2664313105
604	0.2663627174
605	0.2662768147
606	0.2661860153
607	0.2661354974
608	0.2660691719
609	0.2659772244
610	0.2659101743
611	0.2658425725
612	0.2657423695
613	0.265675162
614	0.265592446
615	0.2655183204
616	0.2654243813
617	0.2653294758
618	0.2652580972
619	0.2651874687
620	0.2651464807
621	0.2650576373
622	0.264978578
623	0.2648927821
624	0.2648010947
625	0.2647319153
626	0.2646486247
627	0.2645743302
628	0.2644989747
629	0.2644066922
630	0.2643249794
631	0.2642612544
632	0.2641964351
633	0.2641272264
634	0.2640514959
635	0.2639395879
636	0.263874955
637	0.2637642563
638	0.2636907603
639	0.263620187
640	0.2635399974
641	0.2634793586
642	0.2634192487
643	0.2633176034
644	0.2632470898
645	0.2631651861
646	0.2630879498
647	0.2629887223
648	0.2629159189
649	0.2628414544
650	0.2627754842
651	0.2627383599
652	0.2626763555
653	0.2625562823
654	0.2624780537
655	0.262380085
656	0.2623145814
657	0.2622450996
658	0.2621781354
659	0.2621091543
660	0.2620074965
661	0.2619128427
662	0.2618429873
663	0.2617684263
664	0.2617116019
665	0.2615892124
666	0.2615084569
667	0.2614347103
668	0.2613681919
669	0.2612741774
670	0.2612080071
671	0.2611383168
672	0.2610362933
673	0.2609460596
674	0.2608676057
675	0.2607791567
676	0.2607189427
677	0.2606550033
678	0.2605748838
679	0.2605063202
680	0.2604519986
681	0.2603851247
682	0.2603168016
683	0.2602490802
684	0.2601825234
685	0.2601039387
686	0.2600414226
687	0.2599772113
688	0.2598890375
689	0.2598196015
690	0.2597396713
691	0.2596489795
692	0.2595979936
693	0.2595394511
694	0.2594583265
695	0.2593770335
696	0.2593162878
697	0.2592486731
698	0.2591961395
699	0.2591241106
700	0.2590556808
701	0.2589724338
702	0.258915594
703	0.2588033488
704	0.2587107343
705	0.2586560141
706	0.258597413
707	0.2585290449
708	0.2584575715
709	0.2583714434
710	0.2583128152
711	0.2582269712
712	0.2581531307
713	0.2580955367
714	0.2580306075
715	0.2579578121
716	0.2578680109
717	0.2577776032
718	0.2577105244
719	0.2576272988
720	0.2575589396
721	0.2574719248
722	0.2573952237
723	0.2573462711
724	0.2572888929
725	0.2571690963
726	0.2570992311
727	0.2570331499
728	0.2569908106
729	0.2569316907
730	0.2568687095
731	0.2568089685
732	0.2567417453
733	0.2566765869
734	0.256613389
735	0.2565667768
736	0.2565060605
737	0.2564533946
738	0.2564004162
739	0.2563425917
740	0.2562639797
741	0.2561895221
742	0.2561308434
743	0.2560754898
744	0.2560158555
745	0.2559567818
746	0.2559022949
747	0.2558388037
748	0.2557823273
749	0.2557072333
750	0.2556271739
751	0.2555612148
752	0.2555033425
753	0.2554459985
754	0.2553810242
755	0.2552955737
756	0.2552268364
757	0.2551437589
758	0.2550602382
759	0.2549950778
760	0.2549342193
761	0.254846482
762	0.2547835745
763	0.2547117264
764	0.2546379457
765	0.2545648131
766	0.2545076381
767	0.2544232393
768	0.2543457707
769	0.2542874557
770	0.2541781207
771	0.2541284273
772	0.2540584915
773	0.2539898764
774	0.2539432041
775	0.2538803695
776	0.2537856811
777	0.2537293861
778	0.253624045
779	0.2535493282
780	0.2534806314
781	0.2534053507
782	0.2533618508
783	0.253298593
784	0.2532370457
785	0.2531746602
786	0.2531006149
787	0.2530453201
788	0.2529673921
789	0.252910613
790	0.2528413571
791	0.252785969
792	0.2527218101
793	0.2526516693
794	0.2525976864
795	0.2525348207
796	0.2524728559
797	0.2523973283
798	0.2523319219
799	0.2522385038
800	0.2521744228
801	0.2521101303
802	0.2520556804
803	0.2519923721
804	0.2519454324
805	0.2518917652
806	0.2518235295
807	0.2517629357
808	0.2517226335
809	0.2516572617
810	0.2516006903
811	0.2515373823
812	0.2514632347
813	0.2514046173
814	0.2513514064
815	0.251293791
816	0.2512305431
817	0.2511649686
818	0.2510933183
819	0.2510270521
820	0.2509709727
821	0.2509209549
822	0.250862942
823	0.2508018838
824	0.2507145798
825	0.2506488523
826	0.2505965688
827	0.2505417607
828	0.2504937755
829	0.2504179466
830	0.2503534841
831	0.2503038486
832	0.2502186486
833	0.2501739217
834	0.2501144145
835	0.2500307389
836	0.2499711883
837	0.2499194385
838	0.2498632321
839	0.2498066393
840	0.2497282421
841	0.2496398309
842	0.2495826362
843	0.2495322801
844	0.2494843044
845	0.2494254793
846	0.2493738986
847	0.2493162087
848	0.249275324
849	0.2492278062
850	0.2491664079
851	0.2490835621
852	0.2490053243
853	0.2489381275
854	0.2488681588
855	0.2487834912
856	0.2487360694
857	0.2486844666
858	0.2486148474
859	0.248555249
860	0.2485110549
861	0.2484571928
862	0.2483969176
863	0.2483400501
864	0.2482890666
865	0.2482410454
866	0.2481710031
867	0.2481250084
868	0.2480606626
869	0.2479881438
870	0.2479336126
871	0.2478829049
872	0.2478148414
873	0.247760898
874	0.2477083278
875	0.2476723422
876	0.2476158676
877	0.2475578318
878	0.2474967902
879	0.2474521449
880	0.2473811968
881	0.2473332166
882	0.2472968267
883	0.2472326861
884	0.2471737996
885	0.2471314743
886	0.247063208
887	0.2469736865
888	0.2469231194
889	0.2468605356
890	0.2468026552
891	0.2467147096
892	0.2466456774
893	0.2465793536
894	0.2465112914
895	0.2464702485
896	0.2464164001
897	0.2463737913
898	0.2462794649
899	0.2462217182
900	0.2461568737
901	0.2461198582
902	0.2460495957
903	0.2459923265
904	0.2459353991
905	0.2458861674
906	0.2458390676
907	0.2457745483
908	0.2457235226
909	0.2456733951
910	0.2456130456
911	0.2455676471
912	0.2455200673
913	0.245483509
914	0.2454468318
915	0.2454051588
916	0.2453549082
917	0.2453018232
918	0.2452208009
919	0.2451740775
920	0.245109477
921	0.245059239
922	0.2449566584
923	0.2448925973
924	0.2448197631
925	0.2447748878
926	0.2447124557
927	0.244651457
928	0.2445932245
929	0.244556152
930	0.2444960086
931	0.2444022389
932	0.2443339493
933	0.2442759412
934	0.244230634
935	0.2441657266
936	0.2440667267
937	0.2440142018
938	0.243954169
939	0.243898934
940	0.2438420404
941	0.2437868622
942	0.2437444168
943	0.2436812867
944	0.2436286589
945	0.2435503802
946	0.2435062846
947	0.2434637562
948	0.2434002679
949	0.243347758
950	0.243297665
951	0.2432322829
952	0.2431540095
953	0.2430969372
954	0.2430415713
955	0.2429990266
956	0.2429527068
957	0.2429136031
958	0.2428664197
959	0.2428120854
960	0.2427669275
961	0.2427150888
962	0.2426666992
963	0.2426241515
964	0.2425682115
965	0.2424835427
966	0.2424345018
967	0.242384806
968	0.2423346653
969	0.2422934003
970	0.2422384633
971	0.2421767798
972	0.2421140485
973	0.2420616799
974	0.2420127226
975	0.2419681626
976	0.2419165983
977	0.2418646314
978	0.2418085057
979	0.2417687933
980	0.2417146152
981	0.2416678346
982	0.2416184059
983	0.2415615907
984	0.2415062249
985	0.2414553606
986	0.2414031651
987	0.2413566809
988	0.2412577425
989	0.241204493
990	0.2411647983
991	0.2411032474
992	0.2410443396
993	0.2409854819
994	0.2409258005
995	0.2408819532
996	0.2408377077
997	0.2407996237
998	0.2407439985
999	0.2406624008
1000	0.2406019523
1001	0.2405557061
1002	0.2405198537
1003	0.2404489353
1004	0.2404043133
1005	0.2403268584
1006	0.2402790687
1007	0.2402320743
1008	0.2401749521
1009	0.2401226181
1010	0.2400665984
1011	0.2400189801
1012	0.2399770407
1013	0.2399263535
1014	0.2398320822
1015	0.2397636225
1016	0.2397318599
1017	0.2396671043
1018	0.2396067101
1019	0.2395433683
1020	0.2394727986
1021	0.2394159875
1022	0.2393674703
1023	0.2393080966
1024	0.2392601978
1025	0.2392123292
1026	0.239161821
1027	0.2391092704
1028	0.239051663
1029	0.2389812934
1030	0.2389179854
1031	0.2388706226
1032	0.2388249789
1033	0.2387813104
1034	0.2387377711
1035	0.2386796087
1036	0.2386405366
1037	0.2385943748
1038	0.2385399803
1039	0.2384897793
1040	0.2384579318
1041	0.2384221104
1042	0.2383807412
1043	0.2383282963
1044	0.2382883241
1045	0.2382477631
1046	0.2382026877
1047	0.2381558867
1048	0.2380928283
1049	0.2380077948
1050	0.23796978
1051	0.2379134349
1052	0.2378799999
1053	0.2378008818
1054	0.2377608109
1055	0.2377144759
1056	0.2376852636
1057	0.2376367831
1058	0.2375929583
1059	0.2375373699
1060	0.2374664435
1061	0.2374322304
1062	0.2373577775
1063	0.2373119548
1064	0.2372610425
1065	0.2372171277
1066	0.2371447946
1067	0.2371125178
1068	0.2370286749
1069	0.2370007757
1070	0.2369615058
1071	0.2369073529
1072	0.2368732661
1073	0.2368194251
1074	0.2367713943
1075	0.2367371884
1076	0.236702756
1077	0.2366663009
1078	0.2366263864
1079	0.236562268
1080	0.236505103
1081	0.2364732179
1082	0.2364292853
1083	0.236379486
1084	0.236342224
1085	0.2362982043
1086	0.2362674965
1087	0.236207181
1088	0.2361607074
1089	0.2361115803
1090	0.2360651153
1091	0.2360332042
1092	0.2360003242
1093	0.2359564607
1094	0.23591129
1095	0.2358729027
1096	0.235823255
1097	0.2357896401
1098	0.2357499065
1099	0.2357237407
1100	0.2357008697
1101	0.2356631848
1102	0.2356172331
1103	0.2355812965
1104	0.235545235
1105	0.2355118989
1106	0.235477062
1107	0.2354324761
1108	0.2353970256
1109	0.2353535066
1110	0.2353021087
1111	0.2352485968
1112	0.2352045791
1113	0.2351622308
1114	0.2351427001
1115	0.2351114227
1116	0.2350908716
1117	0.2350364137
1118	0.2349901234
1119	0.2349548897
1120	0.2349152743
1121	0.2348692316
1122	0.2348506269
1123	0.2348120692
1124	0.2347706216
1125	0.2347352881
1126	0.2346668789
1127	0.2346185255
1128	0.2345744689
1129	0.2345218966
1130	0.2344810866
1131	0.2344360515
1132	0.2343932941
1133	0.2343352559
1134	0.2342946302
1135	0.2342590062
1136	0.2342062601
1137	0.2341577479
1138	0.2340998172
1139	0.2340691562
1140	0.2340392695
1141	0.2340009643
1142	0.2339614901
1143	0.2339186408
1144	0.2338815013
1145	0.2338386656
1146	0.2337991272
1147	0.2337656043
1148	0.2336997588
1149	0.2336491039
1150	0.2335966295
1151	0.2335526461
1152	0.2335230736
1153	0.233470269
1154	0.2334148229
1155	0.2333694568
1156	0.2333138876
1157	0.2332735998
1158	0.2332355387
1159	0.2332111804
1160	0.2331799871
1161	0.233137358
1162	0.2330933346
1163	0.233048209
1164	0.2329965735
1165	0.2329539921
1166	0.2329142421
1167	0.2328961524
1168	0.2328459864
1169	0.2328009136
1170	0.2327066701
1171	0.2326479134
1172	0.2326084895
1173	0.232576521
1174	0.2325420775
1175	0.2325066235
1176	0.2324541526
1177	0.23241245
1178	0.2323638722
1179	0.2323271097
1180	0.2322842757
1181	0.2322459796
1182	0.2322052221
1183	0.2321779579
1184	0.2321333274
1185	0.2320900448
1186	0.2320543944
1187	0.2320058758
1188	0.2319648748
1189	0.2319187882
1190	0.2318791323
1191	0.2318335668
1192	0.2317970513
1193	0.2317500626
1194	0.2317174848
1195	0.2316761731
1196	0.2316485808
1197	0.2316128167
1198	0.2315727726
1199	0.2315301417
1200	0.2314913345
1201	0.2314390408
1202	0.2313801009
1203	0.2313407795
1204	0.2313015309
1205	0.2312649829
1206	0.2312318484
1207	0.2312031002
1208	0.2311558008
1209	0.2311159667
1210	0.2310704681
1211	0.2310479803
1212	0.2310051732
1213	0.2309685314
1214	0.2309304689
1215	0.2308962563
1216	0.230873514
1217	0.2308200432
1218	0.2307813629
1219	0.2307497992
1220	0.2307055962
1221	0.2306743042
1222	0.2306381593
1223	0.2305915794
1224	0.2305573754
1225	0.2305235898
1226	0.2304711049
1227	0.2304338976
1228	0.2304034646
1229	0.2303649528
1230	0.2303202373
1231	0.2302501965
1232	0.2302035831
1233	0.2301775035
1234	0.2301451016
1235	0.2301103351
1236	0.2300811785
1237	0.2300516019
1238	0.2300046564
1239	0.2299720148
1240	0.2299438615
1241	0.2298891713
1242	0.2298535499
1243	0.2298030204
1244	0.2297644113
1245	0.229725362
1246	0.2296960187
1247	0.2296390185
1248	0.2296089462
1249	0.2295871856
1250	0.2295430174
1251	0.2295214234
1252	0.2294938244
1253	0.2294486399
1254	0.2294052824
1255	0.229361101
1256	0.2293164659
1257	0.2292783021
1258	0.2292475199
1259	0.2292198956
1260	0.2291607451
1261	0.2291187704
1262	0.22909024
1263	0.2290610438
1264	0.2290246698
1265	0.2289629628
1266	0.2289212367
1267	0.2288862836
1268	0.2288361346
1269	0.228783979
1270	0.2287280545
1271	0.2287019647
1272	0.2286754714
1273	0.2286483471
1274	0.228608572
1275	0.2285556377
1276	0.2285177693
1277	0.2284700139
1278	0.2284112846
1279	0.2283655433
1280	0.2283404915
1281	0.2282972727
1282	0.2282592297
1283	0.228226963
1284	0.2281886492
1285	0.2281502008
1286	0.2281044451
1287	0.2280700819
1288	0.2280314389
1289	0.2280064426
1290	0.2279650122
1291	0.227942334
1292	0.2279012297
1293	0.2278515611
1294	0.2278268762
1295	0.2278046498
1296	0.2277581113
1297	0.2276961727
1298	0.2276599234
1299	0.2276311832
1300	0.2276177421
1301	0.2275963484
1302	0.2275715619
1303	0.227526535
1304	0.2274650445
1305	0.2274334071
1306	0.2274028548
1307	0.2273735588
1308	0.22732981
1309	0.2272993474
1310	0.2272602442
1311	0.2272265814
1312	0.227193626
1313	0.2271652589
1314	0.2271426835
1315	0.227124557
1316	0.2270864559
1317	0.2270339876
1318	0.2270048861
1319	0.2269675864
1320	0.2269175623
1321	0.2268758889
1322	0.2268280833
1323	0.2267913021
1324	0.2267565348
1325	0.2267012049
1326	0.226665796
1327	0.2266244818
1328	0.2265983277
1329	0.2265618175
1330	0.2265031366
1331	0.2264781761
1332	0.2264439671
1333	0.2264122346
1334	0.2263764756
1335	0.2263397437
1336	0.2263183676
1337	0.2262878761
1338	0.2262318481
1339	0.2261978584
1340	0.2261661515
1341	0.2261339412
1342	0.2260881193
1343	0.2260577837
1344	0.2260170776
1345	0.2259973443
1346	0.2259660042
1347	0.2259229597
1348	0.2258683112
1349	0.225836406
1350	0.2257865349
1351	0.2257483886
1352	0.2257203991
1353	0.2256887935
1354	0.2256578156
1355	0.225632772
1356	0.2255830528
1357	0.2255567778
1358	0.2255177233
1359	0.2254755705
1360	0.2254458439
1361	0.2254091464
1362	0.2253772174
1363	0.2253529897
1364	0.2253225117
1365	0.2252944775
1366	0.2252606275
1367	0.2252222534
1368	0.2251782651
1369	0.2251512813
1370	0.2251042443
1371	0.2250669657
1372	0.2250432706
1373	0.22498651
1374	0.2249654142
1375	0.2249219963
1376	0.2248807307
1377	0.2248488069
1378	0.2248214193
1379	0.2247778369
1380	0.2247480144
1381	0.2246992853
1382	0.2246734004
1383	0.2246377961
1384	0.2246126827
1385	0.2245829154
1386	0.2245497471
1387	0.2245199022
1388	0.2244615726
1389	0.2244299716
1390	0.2243930176
1391	0.2243649793
1392	0.2243101924
1393	0.2242746117
1394	0.2242461387
1395	0.2242057257
1396	0.2241686242
1397	0.2241394125
1398	0.2241022748
1399	0.2240542572
1400	0.2240076659
1401	0.2239872398
1402	0.2239476119
1403	0.2239025245
1404	0.2238786475
1405	0.2238498636
1406	0.2238036077
1407	0.2237717274
1408	0.2237528475
1409	0.2237039036
1410	0.2236716389
1411	0.2236183376
1412	0.2235778006
1413	0.2235504457
1414	0.2235006507
1415	0.2234528208
1416	0.2234251023
1417	0.2233855053
1418	0.2233617157
1419	0.2233233115
1420	0.2232906766
1421	0.2232253543
1422	0.2231944628
1423	0.2231623599
1424	0.2231368897
1425	0.2231066392
1426	0.2230742447
1427	0.2230401092
1428	0.2230061423
1429	0.222988504
1430	0.2229560835
1431	0.2229263975
1432	0.2228977313
1433	0.2228477075
1434	0.2228090055
1435	0.2227785677
1436	0.2227389572
1437	0.2227037918
1438	0.22267124
1439	0.2226218879
1440	0.2225892704
1441	0.2225618148
1442	0.222530619
1443	0.222510266
1444	0.2224702712
1445	0.2224474485
1446	0.2224210769
1447	0.2223737827
1448	0.2223450841
1449	0.2223203714
1450	0.2222905544
1451	0.2222404625
1452	0.2221907438
1453	0.2221533346
1454	0.2221219232
1455	0.2220890185
1456	0.2220641982
1457	0.2220460253
1458	0.2220276355
1459	0.2219948211
1460	0.2219648652
1461	0.2219369597
1462	0.2219013884
1463	0.2218516539
1464	0.2218277723
1465	0.2218002613
1466	0.2217712351
1467	0.221760377
1468	0.221718801
1469	0.2216670983
1470	0.2216238521
1471	0.2215954578
1472	0.2215542979
1473	0.2215354699
1474	0.2214950113
1475	0.2214607305
1476	0.2214404897
1477	0.2213952873
1478	0.2213675032
1479	0.2213276501
1480	0.2212832805
1481	0.2212545191
1482	0.2212321913
1483	0.2211990297
1484	0.2211637737
1485	0.2211329685
1486	0.2211047028
1487	0.2210749182
1488	0.2210434578
1489	0.2209900028
1490	0.2209566305
1491	0.2209263951
1492	0.2208862206
1493	0.2208523331
1494	0.2208128121
1495	0.2207714471
1496	0.2207385429
1497	0.2207096347
1498	0.2206669435
1499	0.2206356486
1500	0.2206112113
1501	0.220580691
1502	0.2205506389
1503	0.2205068222
1504	0.2204801547
1505	0.2204622013
1506	0.2204321256
1507	0.220408394
1508	0.2203764823
1509	0.220350484
1510	0.2203221163
1511	0.2203004505
