target,mae,r2
요금적용전력_kW_true,1.6387199717214218,-0.011930882275934307
진상무효전력량(kVarh),2.282986685873883,0.6362982396139139
지상역률(%),5.333352170082837,0.7869952460438425
진상역률(%),6.950804751676822,0.6944836942468708
지상무효전력량(kVarh),7.0063547991779185,0.5422187005163908
전력사용량(kWh),11.92379993602308,0.6083983960473046
